id	title	description	link	image_link	brand	price	availability	item_group_id	google_product_category	product_type	color	material	size	condition	gender	age_group	sale_price	sale_price_effective_date	additional_image_link	custom_label_0
391_45_40	Lakierowane czółenka Spaziomoda — czarne	Czółenka Spaziomoda z czarnej lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.	https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-czarne-p391	https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6659%5D_1200.jpg	Spaziomoda	980.00 PLN	in_stock	391	187	Obuwie	Czarny	Skóra lakierowana	36	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6658%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6660%5D_1200.jpg	jesen
391_45_41	Lakierowane czółenka Spaziomoda — czarne	Czółenka Spaziomoda z czarnej lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.	https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-czarne-p391	https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6659%5D_1200.jpg	Spaziomoda	980.00 PLN	in_stock	391	187	Obuwie	Czarny	Skóra lakierowana	37	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6658%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6660%5D_1200.jpg	jesen
391_45_42	Lakierowane czółenka Spaziomoda — czarne	Czółenka Spaziomoda z czarnej lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.	https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-czarne-p391	https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6659%5D_1200.jpg	Spaziomoda	980.00 PLN	in_stock	391	187	Obuwie	Czarny	Skóra lakierowana	38	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6658%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6660%5D_1200.jpg	jesen
391_45_43	Lakierowane czółenka Spaziomoda — czarne	Czółenka Spaziomoda z czarnej lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.	https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-czarne-p391	https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6659%5D_1200.jpg	Spaziomoda	980.00 PLN	in_stock	391	187	Obuwie	Czarny	Skóra lakierowana	39	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6658%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6660%5D_1200.jpg	jesen
391_45_44	Lakierowane czółenka Spaziomoda — czarne	Czółenka Spaziomoda z czarnej lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.	https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-czarne-p391	https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6659%5D_1200.jpg	Spaziomoda	980.00 PLN	in_stock	391	187	Obuwie	Czarny	Skóra lakierowana	40	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6658%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-czarne_%5B6660%5D_1200.jpg	jesen
393_72_40	Lakierowane czółenka Spaziomoda — taupe	Czółenka Spaziomoda z lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.	https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-szare-p393	https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6667%5D_1200.jpg	Spaziomoda	980.00 PLN	in_stock	393	187	Obuwie	Taupe	Skóra lakierowana	36	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6665%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6664%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6667%5D_1200.jpg	jesen
393_72_41	Lakierowane czółenka Spaziomoda — taupe	Czółenka Spaziomoda z lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.	https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-szare-p393	https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6667%5D_1200.jpg	Spaziomoda	980.00 PLN	in_stock	393	187	Obuwie	Taupe	Skóra lakierowana	37	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6665%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6664%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6667%5D_1200.jpg	jesen
393_72_42	Lakierowane czółenka Spaziomoda — taupe	Czółenka Spaziomoda z lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.	https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-szare-p393	https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6667%5D_1200.jpg	Spaziomoda	980.00 PLN	in_stock	393	187	Obuwie	Taupe	Skóra lakierowana	38	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6665%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6664%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6667%5D_1200.jpg	jesen
393_72_43	Lakierowane czółenka Spaziomoda — taupe	Czółenka Spaziomoda z lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.	https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-szare-p393	https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6667%5D_1200.jpg	Spaziomoda	980.00 PLN	in_stock	393	187	Obuwie	Taupe	Skóra lakierowana	39	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6665%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6664%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6667%5D_1200.jpg	jesen
393_72_44	Lakierowane czółenka Spaziomoda — taupe	Czółenka Spaziomoda z lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.	https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-szare-p393	https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6667%5D_1200.jpg	Spaziomoda	980.00 PLN	in_stock	393	187	Obuwie	Taupe	Skóra lakierowana	40	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6665%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6664%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6667%5D_1200.jpg	jesen
415_52_40	Lakierowane kozaki Spaziomoda — brązowe	Lakierowane kozaki Spaziomoda w brązie. Wysoka cholewka, ostry szpic, obcas 4 cm, boczny suwak.	https://www.italy-shop.eu/Lakierowane-kozaki-Spaziomoda-brazowe-p415	https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6905%5D_1200.jpg	Spaziomoda	1590.00 PLN	in_stock	415	187	Obuwie	Brązowy	Skóra lakierowana	36	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6906%5D_1200.jpg	jesen
415_52_41	Lakierowane kozaki Spaziomoda — brązowe	Lakierowane kozaki Spaziomoda w brązie. Wysoka cholewka, ostry szpic, obcas 4 cm, boczny suwak.	https://www.italy-shop.eu/Lakierowane-kozaki-Spaziomoda-brazowe-p415	https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6905%5D_1200.jpg	Spaziomoda	1590.00 PLN	in_stock	415	187	Obuwie	Brązowy	Skóra lakierowana	37	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6906%5D_1200.jpg	jesen
415_52_42	Lakierowane kozaki Spaziomoda — brązowe	Lakierowane kozaki Spaziomoda w brązie. Wysoka cholewka, ostry szpic, obcas 4 cm, boczny suwak.	https://www.italy-shop.eu/Lakierowane-kozaki-Spaziomoda-brazowe-p415	https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6905%5D_1200.jpg	Spaziomoda	1590.00 PLN	in_stock	415	187	Obuwie	Brązowy	Skóra lakierowana	38	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6906%5D_1200.jpg	jesen
415_52_43	Lakierowane kozaki Spaziomoda — brązowe	Lakierowane kozaki Spaziomoda w brązie. Wysoka cholewka, ostry szpic, obcas 4 cm, boczny suwak.	https://www.italy-shop.eu/Lakierowane-kozaki-Spaziomoda-brazowe-p415	https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6905%5D_1200.jpg	Spaziomoda	1590.00 PLN	in_stock	415	187	Obuwie	Brązowy	Skóra lakierowana	39	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6906%5D_1200.jpg	jesen
415_52_44	Lakierowane kozaki Spaziomoda — brązowe	Lakierowane kozaki Spaziomoda w brązie. Wysoka cholewka, ostry szpic, obcas 4 cm, boczny suwak.	https://www.italy-shop.eu/Lakierowane-kozaki-Spaziomoda-brazowe-p415	https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6905%5D_1200.jpg	Spaziomoda	1590.00 PLN	in_stock	415	187	Obuwie	Brązowy	Skóra lakierowana	40	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6906%5D_1200.jpg	jesen
415_52_63	Lakierowane kozaki Spaziomoda — brązowe	Lakierowane kozaki Spaziomoda w brązie. Wysoka cholewka, ostry szpic, obcas 4 cm, boczny suwak.	https://www.italy-shop.eu/Lakierowane-kozaki-Spaziomoda-brazowe-p415	https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6905%5D_1200.jpg	Spaziomoda	1590.00 PLN	in_stock	415	187	Obuwie	Brązowy	Skóra lakierowana	41	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6906%5D_1200.jpg	jesen
414_45_40	Lakierowane kozaki Spaziomoda — czarne	Lakierowane kozaki Spaziomoda w czerni. Wysoka cholewka, ostry szpic, obcas 4 cm, boczny suwak.	https://www.italy-shop.eu/Lakierowane-kozaki-Spaziomoda-czarne-p414	https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-czarne_%5B6903%5D_1200.jpg	Spaziomoda	1590.00 PLN	in_stock	414	187	Obuwie	Czarny	Skóra lakierowana	36	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-czarne_%5B6893%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-czarne_%5B6892%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-czarne_%5B6904%5D_1200.jpg	jesen
414_45_41	Lakierowane kozaki Spaziomoda — czarne	Lakierowane kozaki Spaziomoda w czerni. Wysoka cholewka, ostry szpic, obcas 4 cm, boczny suwak.	https://www.italy-shop.eu/Lakierowane-kozaki-Spaziomoda-czarne-p414	https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-czarne_%5B6903%5D_1200.jpg	Spaziomoda	1590.00 PLN	in_stock	414	187	Obuwie	Czarny	Skóra lakierowana	37	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-czarne_%5B6893%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-czarne_%5B6892%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-czarne_%5B6904%5D_1200.jpg	jesen
