item_id,title,description,url,brand,seller_name,image_url,price,availability,group_id,listing_has_variations,condition,product_category,material,color,size,gender,age_group,sale_price,additional_image_urls,is_ads_eligible
393_72_42,Lakierowane czółenka Spaziomoda — taupe,"Czółenka Spaziomoda z lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.",https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-szare-p393,Spaziomoda,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6667%5D_1200.jpg,980.00 PLN,in_stock,393,true,new,Obuwie,Skóra lakierowana,Taupe,38,female,adult,,"https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6665%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6664%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6667%5D_1200.jpg",true
393_72_43,Lakierowane czółenka Spaziomoda — taupe,"Czółenka Spaziomoda z lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.",https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-szare-p393,Spaziomoda,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6667%5D_1200.jpg,980.00 PLN,in_stock,393,true,new,Obuwie,Skóra lakierowana,Taupe,39,female,adult,,"https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6665%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6664%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6667%5D_1200.jpg",true
393_72_44,Lakierowane czółenka Spaziomoda — taupe,"Czółenka Spaziomoda z lakierowanej skóry. Ostry szpic, szpilka 10 cm, wnętrze skórzane.",https://www.italy-shop.eu/Lakierowane-czolenka-Spaziomoda-szare-p393,Spaziomoda,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6667%5D_1200.jpg,980.00 PLN,in_stock,393,true,new,Obuwie,Skóra lakierowana,Taupe,40,female,adult,,"https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6665%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6664%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-czolenka-Spaziomoda-szare_%5B6667%5D_1200.jpg",true
415_52_40,Lakierowane kozaki Spaziomoda — brązowe,"Lakierowane kozaki Spaziomoda w brązie. Wysoka cholewka, ostry szpic, obcas 4 cm, boczny suwak.",https://www.italy-shop.eu/Lakierowane-kozaki-Spaziomoda-brazowe-p415,Spaziomoda,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6905%5D_1200.jpg,1590.00 PLN,in_stock,415,true,new,Obuwie,Skóra lakierowana,Brązowy,36,female,adult,,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6906%5D_1200.jpg,true
415_52_41,Lakierowane kozaki Spaziomoda — brązowe,"Lakierowane kozaki Spaziomoda w brązie. Wysoka cholewka, ostry szpic, obcas 4 cm, boczny suwak.",https://www.italy-shop.eu/Lakierowane-kozaki-Spaziomoda-brazowe-p415,Spaziomoda,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6905%5D_1200.jpg,1590.00 PLN,in_stock,415,true,new,Obuwie,Skóra lakierowana,Brązowy,37,female,adult,,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6906%5D_1200.jpg,true
415_52_42,Lakierowane kozaki Spaziomoda — brązowe,"Lakierowane kozaki Spaziomoda w brązie. Wysoka cholewka, ostry szpic, obcas 4 cm, boczny suwak.",https://www.italy-shop.eu/Lakierowane-kozaki-Spaziomoda-brazowe-p415,Spaziomoda,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6905%5D_1200.jpg,1590.00 PLN,in_stock,415,true,new,Obuwie,Skóra lakierowana,Brązowy,38,female,adult,,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6906%5D_1200.jpg,true
415_52_43,Lakierowane kozaki Spaziomoda — brązowe,"Lakierowane kozaki Spaziomoda w brązie. Wysoka cholewka, ostry szpic, obcas 4 cm, boczny suwak.",https://www.italy-shop.eu/Lakierowane-kozaki-Spaziomoda-brazowe-p415,Spaziomoda,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6905%5D_1200.jpg,1590.00 PLN,in_stock,415,true,new,Obuwie,Skóra lakierowana,Brązowy,39,female,adult,,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6906%5D_1200.jpg,true
415_52_44,Lakierowane kozaki Spaziomoda — brązowe,"Lakierowane kozaki Spaziomoda w brązie. Wysoka cholewka, ostry szpic, obcas 4 cm, boczny suwak.",https://www.italy-shop.eu/Lakierowane-kozaki-Spaziomoda-brazowe-p415,Spaziomoda,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6905%5D_1200.jpg,1590.00 PLN,in_stock,415,true,new,Obuwie,Skóra lakierowana,Brązowy,40,female,adult,,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6906%5D_1200.jpg,true
415_52_63,Lakierowane kozaki Spaziomoda — brązowe,"Lakierowane kozaki Spaziomoda w brązie. Wysoka cholewka, ostry szpic, obcas 4 cm, boczny suwak.",https://www.italy-shop.eu/Lakierowane-kozaki-Spaziomoda-brazowe-p415,Spaziomoda,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6905%5D_1200.jpg,1590.00 PLN,in_stock,415,true,new,Obuwie,Skóra lakierowana,Brązowy,41,female,adult,,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-brazowe_%5B6906%5D_1200.jpg,true
414_45_40,Lakierowane kozaki Spaziomoda — czarne,"Lakierowane kozaki Spaziomoda w czerni. Wysoka cholewka, ostry szpic, obcas 4 cm, boczny suwak.",https://www.italy-shop.eu/Lakierowane-kozaki-Spaziomoda-czarne-p414,Spaziomoda,Italy Shop — włoskie buty i akcesoria,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-czarne_%5B6903%5D_1200.jpg,1590.00 PLN,in_stock,414,true,new,Obuwie,Skóra lakierowana,Czarny,36,female,adult,,"https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-czarne_%5B6893%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-czarne_%5B6892%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Lakierowane-kozaki-Spaziomoda-czarne_%5B6904%5D_1200.jpg",true
